ProgrammingLanguageName   RepoDescription SourceDescription   PairID
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaAdminPanel.cs bselic-comment-46    Event handler koji se aktivira prilikom klika na gumb promijeni unutar tablice Korisnika tj. datagridview \n
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaAdminPanel.cs bselic-comment-47    Event handler koji se aktivira prilikom promjene taba na tab kontroli\n
C# https://github.com/AdmirZirojevic/Various  https://github.com/AdmirZirojevic/Various/blob/82fdcc17c40322aac3fa03b4b9dff3d13cd2032f/Basic%20Calculator/Form1.cs bselic-comment-48    SABIRANJE
C# https://github.com/AdmirZirojevic/Various  https://github.com/AdmirZirojevic/Various/blob/82fdcc17c40322aac3fa03b4b9dff3d13cd2032f/Basic%20Calculator/Form1.cs bselic-comment-49    ODUZIMANJE
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/Entity.cs djordjeojdanic-comment-23    Klasa koja opisuje entitet. Druge implementacije entiteta treba da nasledjuju ovu klasu.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/Entity.cs djordjeojdanic-comment-24    Tekstualni opis entiteta.\n
C# https://github.com/AdmirZirojevic/Various  https://github.com/AdmirZirojevic/Various/blob/82fdcc17c40322aac3fa03b4b9dff3d13cd2032f/Basic%20Calculator/Form1.cs bselic-comment-50    MNOZENJE
C# https://github.com/AdmirZirojevic/Various  https://github.com/AdmirZirojevic/Various/blob/82fdcc17c40322aac3fa03b4b9dff3d13cd2032f/Basic%20Calculator/Form1.cs bselic-comment-51    DJELJENJE
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EntityPQueue.cs djordjeojdanic-comment-25    Implementacija prioritetnog reda cekanja.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EntityQueue.cs djordjeojdanic-comment-26    Osnovna implementacija reda cekanja, po FIFO principu.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EntityService.cs djordjeojdanic-comment-27    Osnovna implementacija servisa koji moze da opsluzuje 1 entiet u\n nekom trenutku kapacitet jednak 1 .\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EntityService.cs djordjeojdanic-comment-28    Callback metoda kojom servis moze da javi odgovarajucem bloku da je spreman\n za opsluzivanje sledeceg entiteta. Pravilno postavljanje ovog signala je\n pod kontrolom korisnika.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EntitySink.cs djordjeojdanic-comment-29    Blok koji zatvara kretanje entiteta u sistemu.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EntitySwitch.cs djordjeojdanic-comment-30    Implementacija bloka za routing raporedjivanje entiteta na\n jedan od vise mogucih izlaza. Routing operacije se izvrsavaju odmah nakon \n event a koji ih je aktivirao.\n
C# https://github.com/nikola-sp/SimFi  https://github.com/nikola-sp/SimFi/blob/20105d659a13f932f2a6c7f943c483825ddecaba/PlagijatorFinder/PlagijatorFinder/TabelaSlicnosti.aspx.cs bselic-comment-52    funkcija za kreiranje tabele
C# https://github.com/nikola-sp/SimFi  https://github.com/nikola-sp/SimFi/blob/20105d659a13f932f2a6c7f943c483825ddecaba/PlagijatorFinder/PlagijatorFinder/TabelaSlicnosti.aspx.cs bselic-comment-53    racunanje slicnosti izmedju radova fajlova i upis u bazu u zasebnu tabelu Slicnost
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EventBlock.cs djordjeojdanic-comment-31    Apstraktna klasa koja sadrzi osnovne funkcionalnosti EventBlock skupa klasa.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EventBlock.cs djordjeojdanic-comment-32    Povezivanje sa drugim event blokom. Poziv metode automatski popunjava\n graf event blokova.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EventBlock.cs djordjeojdanic-comment-33    Enumeracija svih otocnih blokova posmatranog bloka.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EventBlock.cs djordjeojdanic-comment-34    Enumeracija svih otocnih grana posmatranog bloka.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EventBlock.cs djordjeojdanic-comment-35    Svaka konkretna klasa iz EventBlock skupa mora obavezno\n da implementira ovu metodu, koja odredjuje aktivnost event a.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/master/SDDLibrary/FELTemplate/AbstractEvent.cs bselic-comment-54    Tekstualni opis event a.\n returns returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EventBlockSimulator.cs djordjeojdanic-comment-36    Prosirenje osnovnog simulatora koje dodaje instancu za belezenje aktivnosti\n u toku simulacije za kasniju analizu, IEventObserver objekta.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/EventGraph/EventBlocks/EventBlockSimulator.cs djordjeojdanic-comment-37    Podrska za povezivanje blokova EB simulatora.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/master/SDDLibrary/Graph/Edge.cs bselic-comment-55    Tekstualna predstava grane grafa.
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/master/SDDLibrary/Graph/Digraph/Digraph.cs bselic-comment-56    Za prikazivanje sadrzaja nod a se poziva\n odgovarajuca implementacija metode ToString \n u klasi V.
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/master/SDDLibrary/GraphPlotting/DotVisualization.cs djordjeojdanic-comment-38    Pokretanje spoljnjeg procesa preko komandne konzole.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/master/SDDLibrary/Structures/CircularBuffer.cs djordjeojdanic-comment-39    FIFO red zasnovan na kruznom baferu.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/master/Zadatak_4_5/Event.cs djordjeojdanic-comment-40    Tekstualni opis event a.\n
C# https://github.com/jurebb/WinForms---SalesManagement  https://github.com/jurebb/WinForms---SalesManagement/blob/8395a40cf25a7825cdc1c98c96d8582581ee5dd9/Autosalon/ServisLoad.cs bselic-comment-57    racunanje cijene checkboxova
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/master/Zadatak_4_5/Event.cs djordjeojdanic-comment-41    Event klasa implementira IComparable interfejs kako bismo\n omogucili uredjivanje dogadjaja u FEL listi.\n
C# https://github.com/jurebb/WinForms---SalesManagement  https://github.com/jurebb/WinForms---SalesManagement/blob/8395a40cf25a7825cdc1c98c96d8582581ee5dd9/Autosalon/ServisLoad.cs bselic-comment-58    ako se promjeni checked state prva 2 radio botuna
C# https://github.com/jurebb/WinForms---SalesManagement  https://github.com/jurebb/WinForms---SalesManagement/blob/8395a40cf25a7825cdc1c98c96d8582581ee5dd9/Autosalon/ServisLoad.cs bselic-comment-59    deaktiviranje checkboxova
C# https://github.com/jurebb/WinForms---SalesManagement  https://github.com/jurebb/WinForms---SalesManagement/blob/8395a40cf25a7825cdc1c98c96d8582581ee5dd9/Autosalon/ServisLoad.cs bselic-comment-60    dodavanje toga u listbox
C# https://github.com/jurebb/WinForms---SalesManagement  https://github.com/jurebb/WinForms---SalesManagement/blob/8395a40cf25a7825cdc1c98c96d8582581ee5dd9/Autosalon/ServisLoad.cs bselic-comment-61    uklanjanje odabranog iz listboxa
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-62    Konstruktor forme
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-63    Metoda koja na klik gumba poziva metodu za brisanje povratne informacije\n
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-64    Metoda za brisanje povratne informacije
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-65    Metoda na klik otvara formu za dodavanje nove povratne informacije\n
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-66    Trazenje najgorih vozila
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-67    Trazenje najboljih automobila
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-68    Metoda za racunanje prosjecne ocjene usluge\n
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-69    Metoda za racucanje prosjecne ocjene vozila\n
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-70    Metoda koja na promjenu odabrana povratne informacije \n mijenja sadrzaj u raznim text boxivima u svrhu prikaza novo odabranog vozila\n
C# https://github.com/igradiski/RentA-Car  https://github.com/igradiski/RentA-Car/blob/a307374cb48616e6795599113710b8cc84ddab0a/Rent-a-Car/Rent-a-Car/frmPregledPovratnihInformacija.cs bselic-comment-71    Metoda za prikaz pomoci na formi\n
C# https://github.com/eahmetovic2/draos2  https://github.com/eahmetovic2/draos2/blob/8e5820eb3c25b40883f43882bdb74a93045254d9/src/backend/Web/Web.Services/Implementation/Base/ZahtjevService.cs bselic-comment-72    Startup klasa za konfiguraciju servera
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-42    Ova metoda sluzi kako bi se postavili propertyji i prikazao progressbar.\n
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-43    Ovo je THREAD funkcija.\n Sluzi kako bi se updateala vrijednost u progression baru\n
C# https://github.com/aco228/08.-Baza-Podataka-ADP-ZID  https://github.com/aco228/08.-Baza-Podataka-ADP-ZID/blob/6758b4d697f6dab859a3cd07fb821950e496ca83/08.%20Baza%20Podataka%20ADP-ZID/Home_Form.cs bselic-comment-73    Otvaranje PROZORA
C# https://github.com/acastoiljkovic/Mijalica  https://github.com/acastoiljkovic/Mijalica/blob/570ea538c12985aec582cd151c6ee4f3ae1617a6/Slagalica/Mojbroj.cs bselic-comment-74    Vrtenje brojeva
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-44    Ova funkcija sluzi za brojanje koliko je check boxeva checkano.\n
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-45    Ova funkcija služi za generiranje odabranih dokumenata\n
C# https://github.com/acastoiljkovic/Mijalica  https://github.com/acastoiljkovic/Mijalica/blob/570ea538c12985aec582cd151c6ee4f3ae1617a6/Slagalica/Mojbroj.cs bselic-comment-75    Vreme predvidjeno za igru
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-46    Ova metoda stvara direktorij Dokumenti ako ne postoji u koji se spremaju određeni PDFovi\n
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-47    Ova metoda služi za generiranje pdfova onih izlaznih listi koje su označene\n
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-48    Ova metoda koristi se za slanje e maila.\n
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-49    Ova metoda provjerava ukoliko je email knjigovodstva koji je unesen u Postavke Postavke o tvrtki ispravan.\n
C# https://github.com/matf-pp/2020_Manhattan_project  https://github.com/matf-pp/2020_Manhattan_project/blob/e2b60933b277947f8084029ef85609a3026ae4f3/ManhattanProject/WindowsFormsApp2/Form1.cs bselic-comment-76    VLADAN NOVO projekcija na xy ravan sferne koordinate u obicne
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-51    Ova metoda sluzi kako bi se generirali datum i vrijeme te napravila putanja iz\n source foldera u destination folder i pozvala funkcija za kopiranje fileova\n
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-50    Ova metoda stavlja PDFove koji se nalaze u folderu Dokumenti u Mail prije slanja istog u računovodstvo.\n
C# https://github.com/matf-pp/2020_Manhattan_project  https://github.com/matf-pp/2020_Manhattan_project/blob/e2b60933b277947f8084029ef85609a3026ae4f3/ManhattanProject/WindowsFormsApp2/Form1.cs bselic-comment-77    Vladan Koristan metod za pregled svih grana u grafu
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Common/DataIO.cs djordjeojdanic-comment-54    prosledis dictionary i fileName sa ekstenzijom za sad
C# https://github.com/Dincho98/Caffe9xd  https://github.com/Dincho98/Caffe9xd/blob/1708235fc0f8c1865380238fb009e75756c13713/PC%20CAFFE/FrmPostavkeZaSlanjeDokumentacije.cs djordjeojdanic-comment-52    Ova metoda sluzi za kopiranje filea iz sourceFoldera u destinationFolder\n
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Common/DataIO.cs djordjeojdanic-comment-53    klasa za serijalizaciju i deserijalizaciju
C# https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET  https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET/blob/a6ad8c25d57ab9136cdce79b767226c3b60b3954/Termin8AvionskiSaobracajVezba/IOPomocnaKlasa.cs bselic-comment-78    citanje promenljive string
C# https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET  https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET/blob/a6ad8c25d57ab9136cdce79b767226c3b60b3954/Termin8AvionskiSaobracajVezba/IOPomocnaKlasa.cs bselic-comment-79    citanje promenljive integer
C# https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET  https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET/blob/a6ad8c25d57ab9136cdce79b767226c3b60b3954/Termin8AvionskiSaobracajVezba/IOPomocnaKlasa.cs bselic-comment-80    citanje promenljive double
C# https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET  https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET/blob/a6ad8c25d57ab9136cdce79b767226c3b60b3954/Termin8AvionskiSaobracajVezba/IOPomocnaKlasa.cs bselic-comment-81    citanje promenljive char
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Common/DataIO.cs djordjeojdanic-comment-55    vraca ucitan dictionary temp , parametar je samo ime fajla sa ekstenzijom
C# https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET  https://github.com/MilosBelicNS/AvioServiceApp.ADO.NET/blob/a6ad8c25d57ab9136cdce79b767226c3b60b3954/Termin8AvionskiSaobracajVezba/IOPomocnaKlasa.cs bselic-comment-82    citanje odluke sme da bude samo Y ili N
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Service/ServiceDBManager.cs djordjeojdanic-comment-56    obrisi podatak ako postoji i apdejtuj bazu
C# https://github.com/barbulovicm/c-  https://github.com/barbulovicm/c-/blob/893646fe68e694e3e9c2d36e1a5e7d78adda728a/Utils/IOPomocnaKlasa.cs bselic-comment-83    citanje promenljive string
C# https://github.com/barbulovicm/c-  https://github.com/barbulovicm/c-/blob/893646fe68e694e3e9c2d36e1a5e7d78adda728a/Utils/IOPomocnaKlasa.cs bselic-comment-84    citanje promenljive Int32
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Service/ServiceDBManager.cs djordjeojdanic-comment-57    Ako fajl ne postoji kreiramo ga, u suprotnom no no
C# https://github.com/barbulovicm/c-  https://github.com/barbulovicm/c-/blob/893646fe68e694e3e9c2d36e1a5e7d78adda728a/Utils/IOPomocnaKlasa.cs bselic-comment-85    citanje promenljive float
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Service/ServiceDBManager.cs djordjeojdanic-comment-58    Obrisi bazu ako postoji, ako ne postoji baci exception
C# https://github.com/barbulovicm/c-  https://github.com/barbulovicm/c-/blob/893646fe68e694e3e9c2d36e1a5e7d78adda728a/Utils/IOPomocnaKlasa.cs bselic-comment-86    citanje promenljive char
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Service/ServiceDBManager.cs djordjeojdanic-comment-59    deljena funkcija, svi mogu da je koriste da ucitaju trazenu bazu
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Service/ServiceDBManager.cs djordjeojdanic-comment-60-    slobodna funkcija za apdejt fajla baze
C# https://github.com/BojanSteric/SBESproject  https://github.com/BojanSteric/SBESproject/blob/0398dc654b0445d3d6a88f8ff73e35c083d0b601/WCFApplication/Service/ServiceDBManager.cs djordjeojdanic-comment-61    ucitavamo sve txt fajlove i saljemo ih klijentu
C# https://github.com/Zvonetg/Test  https://github.com/Zvonetg/Test/blob/master/SysInfo_Fiskalizator/Util/Settings.cs djordjeojdanic-comment-62    Parsira string sa zapisom decimalnog broja koji ne koristi separatore za tisuće i koji koristi decimalnu točku\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija int-a u string djordjeojdanic-comment-63    Konverzija int vrednosti u string.\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija int-a u string djordjeojdanic-comment-64    Konvertovanje celog broja u string.\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  Ovaj fajl sadrži funkcije za dobijanje različitih formata datuma iz stringa. djordjeojdanic-comment-65    Konverzija string a u datum.\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  Ovaj fajl sadrži funkcije za dobijanje različitih formata datuma iz stringa. djordjeojdanic-comment-66    Konvertuj string u datum. Bezbedna konverzija.\n\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  Ovaj fajl sadrži funkcije za dobijanje različitih formata datuma iz stringa. djordjeojdanic-comment-67    String u datum koristeci DateTime.Parse.\n\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  Ovaj fajl sadrži funkcije za dobijanje različitih formata datuma iz stringa. djordjeojdanic-comment-68    Dobijanje datuma iz stringa koristeci format dd MM yyyy HH mm ss.ffffff.\n\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija decimalnog broja u heksadecimalnu vrednost djordjeojdanic-comment-69    Konvertuj decimalnu vrednost u heksadecimalnu.\n\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija decimalnog broja u heksadecimalnu vrednost djordjeojdanic-comment-70    Decimalni broj u hex.\n\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija decimalnog broja u heksadecimalnu vrednost djordjeojdanic-comment-71    Konverzija Decimal u Hex String.\n\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija int brojeva u bool vrednosti djordjeojdanic-comment-72    Konverzija int u bool.\n\n
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija int brojeva u bool vrednosti djordjeojdanic-comment-73    Konvertuj broj u bool vrednost
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija int brojeva u bool vrednosti djordjeojdanic-comment-74    Ova metoda radi konverziju int vrednosti u bool vrednost
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija string vrednosti u brojeve djordjeojdanic-comment-75    Radi konverziju string a u int.
C# Ovaj repozitorijum pruža podršku za rad sa stringovima  U ovom fajlu se nalaze primeri konverzija string vrednosti u brojeve djordjeojdanic-comment-76    Nalazi sve brojeve u stringu i vraca ih kao niz.
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija string vrednosti u brojeve djordjeojdanic-comment-77    Ova metoda konvertuje string vrednost u broj.
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija string vrednosti u brojeve djordjeojdanic-comment-78    Konverzija niza karaktera u integer
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalaze primeri konverzija decimalnog broja u heksadecimalnu vrednost djordjeojdanic-comment-79    Dobijanje decimalnog broja od stringa.
C# Rad sa nizovima i listama  Ovaj fajl služi za sortiranje listi čiji su elementi stringovi. djordjeojdanic-comment-80    Ova metoda radi sortiranje liste stringova.
C# Rad sa nizovima i listama  Ovaj fajl služi za sortiranje listi čiji su elementi stringovi. djordjeojdanic-comment-81    Sortiranje stringova sa izborom asc desc
C# Rad sa nizovima i listama  Ovaj fajl služi za sortiranje listi čiji su elementi stringovi. djordjeojdanic-comment-82    Sortiranje string vrednost opadajuce.
C# Rad sa nizovima i listama  Ovaj fajl služi za sortiranje listi čiji su elementi stringovi. djordjeojdanic-comment-83    Sortiranje string vrednosti rastuce.
C# Rad sa nizovima i listama  Ovaj fajl sadrži funkcije za filtriranje nizova. djordjeojdanic-comment-84    Ova metoda filtrira parne vrednosti.
C# Rad sa nizovima i listama  Ovaj fajl sadrži funkcije za filtriranje nizova. djordjeojdanic-comment-85    Ova metoda dohvata neparne vrednosti iz prosledjene liste.
C# Rad sa nizovima i listama  Ovaj fajl sadrži funkcije za filtriranje nizova. djordjeojdanic-comment-86    Ova metoda radi filtriranje prosledjenog niza i kao rezultat vraca niz svih pozitivnih brojeva.
C# Rad sa nizovima i listama  Ovaj fajl sadrži funkcije za filtriranje nizova. djordjeojdanic-comment-87    Dohvata sve negativne vrednosti
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za brisanje sadržaja niza. djordjeojdanic-comment-88    Uklanja sve elemente iz liste.
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za brisanje sadržaja niza. djordjeojdanic-comment-89    Ova metoda prazni listu.
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za brisanje sadržaja niza. djordjeojdanic-comment-90    Metoda je kreirana sa ciljem da obrise sadrzaj prosledjenog niza string ova.
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za brisanje sadržaja niza. djordjeojdanic-comment-91    Brise sve elemente niza
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za inicijalizaciju niza. djordjeojdanic-comment-92    Ova metoda kreira niz zadate duzine i inicijalizuje ga random vrednostima izmedju minimalne i maksimalne vrednosti.
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za inicijalizaciju niza. djordjeojdanic-comment-93    Kreira novi niz za zadatu duzinu i popunjava ga random, nenegativnim vrednostima.
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za inicijalizaciju niza. djordjeojdanic-comment-94    Inicijalizuje niz tako da svi elementi dobiju vrednost 1.
